latitude,longitude,result
51.522211,7.089464,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.522095,7.089535,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.521982,7.089603,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.521871,7.089673,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.521762,7.089740,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.521657,7.089808,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.521549,7.089872,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.521447,7.089935,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.521349,7.089990,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.521256,7.090042,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.521168,7.090091,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.521012,7.090177,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.520901,7.090248,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.520813,7.090297,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.520689,7.090301,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.520564,7.090349,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.520447,7.090458,route 381 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Landschede
51.520273,7.090550,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.520182,7.090590,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.520089,7.090653,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.519997,7.090709,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.519910,7.090760,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.519796,7.090833,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.519676,7.090911,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.519562,7.090978,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.519447,7.091034,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.519336,7.091102,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.519222,7.091161,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.519084,7.091239,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.518945,7.091321,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.518818,7.091394,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.518693,7.091478,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.518575,7.091549,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.518462,7.091617,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.518360,7.091687,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.518272,7.091731,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.518183,7.091794,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.518054,7.091865,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.517940,7.091899,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.517823,7.091926,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.517725,7.092005,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.517583,7.092108,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.517415,7.092199,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.517324,7.092255,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.517231,7.092321,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.517133,7.092381,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.517028,7.092446,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.516921,7.092514,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.516811,7.092581,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.516698,7.092652,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.516587,7.092739,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.516473,7.092794,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.516356,7.092860,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.516233,7.092928,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.516106,7.093006,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.515980,7.093103,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.515851,7.093166,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.515731,7.093243,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.515617,7.093318,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.515507,7.093386,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.515404,7.093430,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.515312,7.093486,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.515203,7.093549,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.515105,7.093632,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.515017,7.093693,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.514855,7.093789,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.514720,7.093885,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.514616,7.093969,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.514508,7.094044,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.514396,7.094069,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.514294,7.094151,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.514199,7.094208,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.514103,7.094183,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.514017,7.094110,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.513944,7.093981,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.513901,7.093805,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.513856,7.093599,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.513810,7.093411,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.513748,7.093218,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.513711,7.093010,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.513666,7.092854,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.513619,7.092694,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.513659,7.092553,route 340 from Herne Drosselweg to Gelsenkirchen Landschede
51.513563,7.092461,route 340 from Herne Drosselweg to Gelsenkirchen Landschede
51.513493,7.092314,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.513435,7.092163,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.513368,7.092033,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.513273,7.091948,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.513167,7.091925,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.513073,7.091942,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.512960,7.092006,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.512859,7.092069,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.512771,7.092126,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.512685,7.092177,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.512531,7.092277,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.512414,7.092356,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.512264,7.092478,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.512181,7.092555,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.512098,7.092619,route 107 from Essen Bredeney to Gelsenkirchen Gelsenkirchen Hauptbahnhof
51.512001,7.092713,route 107 from Essen Bredeney to Gelsenkirchen Gelsenkirchen Hauptbahnhof
51.511913,7.092790,route 301 from Gelsenkirchen Essener Straße to Gelsenkirchen Hauptbahnhof
51.511817,7.092868,route 301 from Gelsenkirchen Essener Straße to Gelsenkirchen Hauptbahnhof
51.511724,7.092943,route 301 from Gelsenkirchen Essener Straße to Gelsenkirchen Hauptbahnhof
51.511641,7.093016,route 301 from Gelsenkirchen Essener Straße to Gelsenkirchen Hauptbahnhof
51.511558,7.093090,route 301 from Gelsenkirchen Essener Straße to Gelsenkirchen Hauptbahnhof
