latitude,longitude,result
51.560905,7.059615,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.560731,7.059604,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.560560,7.059589,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.560386,7.059572,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.560213,7.059565,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.560040,7.059564,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.559864,7.059572,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.559693,7.059592,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.559520,7.059612,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.559347,7.059650,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.559180,7.059695,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.559010,7.059755,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.558842,7.059832,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.558684,7.059942,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.558512,7.060031,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.558352,7.060137,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.558193,7.060214,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.558031,7.060332,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.557879,7.060464,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.557729,7.060578,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.557571,7.060707,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.557427,7.060829,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.557275,7.060943,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.557123,7.061047,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.556970,7.061146,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.556820,7.061240,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.556673,7.061326,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.556525,7.061399,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.556383,7.061481,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.556244,7.061549,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.556113,7.061614,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.555995,7.061681,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.555881,7.061745,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.555776,7.061805,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.555689,7.061853,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.555537,7.061937,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.555442,7.061985,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.555359,7.062049,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.555262,7.062098,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.555152,7.062158,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.555006,7.062239,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.554828,7.062338,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.554728,7.062384,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.554618,7.062436,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.554486,7.062495,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.554366,7.062589,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.554239,7.062651,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.554103,7.062728,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.553954,7.062783,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.553799,7.062847,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.553645,7.062924,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.553485,7.063003,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.553322,7.063091,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.553156,7.063188,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.552998,7.063281,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.552837,7.063382,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.552680,7.063480,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.552521,7.063588,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.552363,7.063695,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.552194,7.063811,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.552036,7.063924,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.551878,7.064044,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.551716,7.064160,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.551557,7.064275,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.551393,7.064383,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.551236,7.064477,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.551071,7.064569,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.550911,7.064677,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.550732,7.064773,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.550551,7.064866,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.550376,7.064966,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.550197,7.065063,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.550027,7.065154,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.549844,7.065250,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.549669,7.065330,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.549492,7.065415,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.549314,7.065499,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.549152,7.065581,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.549000,7.065659,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.548851,7.065732,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.548704,7.065812,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.548569,7.065885,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.548438,7.065951,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.548315,7.066014,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.548197,7.066071,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.548093,7.066125,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.547996,7.066175,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.547832,7.066255,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.547693,7.066316,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.547585,7.066358,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.547461,7.066381,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.547353,7.066444,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.547202,7.066502,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.547112,7.066530,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.547015,7.066568,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.546910,7.066599,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.546799,7.066618,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.546686,7.066654,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.546571,7.066743,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.546449,7.066792,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.546307,7.066827,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.546173,7.066880,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.546041,7.066937,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.545896,7.066999,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.545745,7.067060,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.545591,7.067118,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.545433,7.067181,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.545274,7.067262,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.545108,7.067322,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.544939,7.067385,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.544771,7.067456,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.544604,7.067526,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.544432,7.067594,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.544260,7.067660,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.544092,7.067730,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.543921,7.067798,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.543750,7.067869,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.543587,7.067936,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.543420,7.068001,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.543254,7.068070,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.543093,7.068144,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.542940,7.068221,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.542793,7.068289,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.542649,7.068349,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.542521,7.068410,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.542401,7.068462,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.542293,7.068502,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.542198,7.068538,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.542045,7.068604,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.541940,7.068691,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.541849,7.068669,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.541715,7.068729,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.541603,7.068762,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.541453,7.068812,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.541289,7.068842,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.541200,7.068865,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.541023,7.068945,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.540923,7.068981,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.540815,7.069035,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.540714,7.069080,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.540610,7.069133,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.540510,7.069176,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.540393,7.069211,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.540281,7.069274,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.540154,7.069340,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.540030,7.069378,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.539907,7.069428,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.539787,7.069469,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.539673,7.069524,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.539558,7.069578,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.539445,7.069634,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.539318,7.069691,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.539184,7.069751,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.539052,7.069812,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.538912,7.069884,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.538772,7.069953,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.538634,7.070023,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.538489,7.070120,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.538343,7.070215,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.538207,7.070313,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.538070,7.070423,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.537966,7.070514,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.537842,7.070619,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.537735,7.070714,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.537631,7.070812,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.537535,7.070921,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.537445,7.071019,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.537347,7.071131,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.537252,7.071255,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.537154,7.071377,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.537052,7.071491,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.536954,7.071630,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.536857,7.071770,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.536768,7.071893,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.536687,7.072006,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.536612,7.072106,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.536540,7.072194,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.536411,7.072358,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.536301,7.072512,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.536229,7.072619,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.536105,7.072826,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.536025,7.072952,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.535908,7.073102,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.535782,7.073304,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.535708,7.073422,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.535623,7.073549,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.535544,7.073676,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.535452,7.073812,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.535363,7.073953,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.535269,7.074107,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.535156,7.074251,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.535050,7.074419,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.534961,7.074594,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.534848,7.074755,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.534745,7.074926,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.534636,7.075094,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.534525,7.075278,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.534407,7.075465,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.534288,7.075654,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.534179,7.075854,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.534068,7.076053,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.533967,7.076264,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.533855,7.076464,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.533744,7.076656,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.533645,7.076835,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.533550,7.077010,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.533468,7.077187,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.533376,7.077350,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.533311,7.077527,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.533223,7.077694,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.533132,7.077848,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.533050,7.078007,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.532967,7.078169,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.532880,7.078322,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.532794,7.078472,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.532710,7.078645,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.532634,7.078810,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.532557,7.078952,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.532475,7.079084,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.532397,7.079174,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.532326,7.079272,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.532258,7.079388,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.532132,7.079541,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.532045,7.079674,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.531951,7.079798,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.531848,7.079932,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.531733,7.080043,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.531620,7.080172,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.531531,7.080277,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.531435,7.080360,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.531241,7.080613,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.531168,7.080699,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.531071,7.080802,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.530992,7.080901,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.530913,7.080999,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.530830,7.081111,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.530743,7.081211,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.530638,7.081336,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.530536,7.081446,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.530428,7.081566,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.530326,7.081694,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.530220,7.081824,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.530118,7.081978,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.530006,7.082124,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.529893,7.082225,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.529801,7.082329,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.529705,7.082440,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.529622,7.082537,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.529547,7.082618,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.529435,7.082800,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.529341,7.082943,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.529273,7.083049,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.529176,7.083140,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.529072,7.083227,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.528906,7.083301,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.528830,7.083417,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.528744,7.083607,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.528650,7.083742,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.528570,7.083843,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.528489,7.083909,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.528416,7.084126,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.528315,7.084249,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.528180,7.084411,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.528104,7.084509,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.528026,7.084605,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.527944,7.084702,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.527858,7.084810,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.527750,7.084896,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.527661,7.085015,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.527563,7.085127,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.527463,7.085234,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.527374,7.085339,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.527284,7.085445,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.527203,7.085537,route 380 from Gelsenkirchen Buer Rathaus to Gelsenkirchen Hauptbahnhof/ZOB
51.527087,7.085738,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.526986,7.085884,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.526902,7.085988,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.526763,7.086167,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.526647,7.086313,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.526511,7.086494,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.526367,7.086647,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.526294,7.086734,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.526212,7.086816,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.526134,7.086899,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.526045,7.086974,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.525957,7.087068,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.525867,7.087146,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.525773,7.087226,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.525682,7.087304,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.525581,7.087382,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.525478,7.087462,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.525375,7.087540,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.525266,7.087618,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.525155,7.087696,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.525038,7.087770,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.524917,7.087844,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.524795,7.087922,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.524670,7.088002,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.524534,7.088080,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.524398,7.088158,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.524260,7.088241,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.524129,7.088324,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.523998,7.088406,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.523866,7.088475,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.523742,7.088541,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.523622,7.088615,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.523499,7.088698,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.523375,7.088769,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.523255,7.088832,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.523154,7.088907,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.523042,7.088970,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.522916,7.089047,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.522801,7.089114,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.522682,7.089187,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.522562,7.089260,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.522445,7.089328,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
51.522328,7.089398,route 302 from Gelsenkirchen Buer Rathaus to Bochum Langendreer
